rank	selection_reason	char	display_sample	codepoint	name	category	script	block	age	emoji	requires_base	standalone_safe	windows_font_covered	shape_hints
159	形态词命中	⇎	⇎	U+21CE	LEFT RIGHT DOUBLE ARROW WITH STROKE	Sm	Common	Arrows	1.1	false	false	true	true	线,方向,对称
160	形态词命中	⇼	⇼	U+21FC	LEFT RIGHT ARROW WITH DOUBLE VERTICAL STROKE	Sm	Common	Arrows	3.2	false	false	true	true	线,方向,对称
161	形态词命中	⤄	⤄	U+2904	LEFT RIGHT DOUBLE ARROW WITH VERTICAL STROKE	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向,对称
162	形态词命中	⤡	⤡	U+2921	NORTH WEST AND SOUTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向
163	形态词命中	⤢	⤢	U+2922	NORTH EAST AND SOUTH WEST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向
164	形态词命中	⤭	⤭	U+292D	SOUTH EAST ARROW CROSSING NORTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
165	形态词命中	⤮	⤮	U+292E	NORTH EAST ARROW CROSSING SOUTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
166	形态词命中	⤱	⤱	U+2931	NORTH EAST ARROW CROSSING NORTH WEST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
167	形态词命中	⤲	⤲	U+2932	NORTH WEST ARROW CROSSING NORTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
168	形态词命中	⥊	⥊	U+294A	LEFT BARB UP RIGHT BARB DOWN HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
169	形态词命中	⥋	⥋	U+294B	LEFT BARB DOWN RIGHT BARB UP HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
170	形态词命中	⥌	⥌	U+294C	UP BARB RIGHT DOWN BARB LEFT HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
171	形态词命中	⥍	⥍	U+294D	UP BARB LEFT DOWN BARB RIGHT HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
172	形态词命中	⥮	⥮	U+296E	UPWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
173	形态词命中	⥯	⥯	U+296F	DOWNWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
174	形态词命中	⦨	⦨	U+29A8	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND RIGHT	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
175	形态词命中	⦩	⦩	U+29A9	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND LEFT	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
176	形态词命中	⦪	⦪	U+29AA	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND RIGHT	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
177	形态词命中	⦫	⦫	U+29AB	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND LEFT	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
178	形态词命中	⦬	⦬	U+29AC	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND UP	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
179	形态词命中	⦭	⦭	U+29AD	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND UP	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
180	形态词命中	⦮	⦮	U+29AE	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND DOWN	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
181	形态词命中	⦯	⦯	U+29AF	MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND DOWN	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
182	形态词命中	⧨	⧨	U+29E8	DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
183	形态词命中	⧩	⧩	U+29E9	DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	点,角,方向
184	形态词命中	↭	↭	U+21AD	LEFT RIGHT WAVE ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
185	形态词命中	↴	↴	U+21B4	RIGHTWARDS ARROW WITH CORNER DOWNWARDS	So	Common	Arrows	1.1	false	false	true	true	角,方向
186	形态词命中	↵	↵	U+21B5	DOWNWARDS ARROW WITH CORNER LEFTWARDS	So	Common	Arrows	1.1	false	false	true	true	角,方向
187	形态词命中	↸	↸	U+21B8	NORTH WEST ARROW TO LONG BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
188	形态词命中	↹	↹	U+21B9	LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
189	形态词命中	⇅	⇅	U+21C5	UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW	So	Common	Arrows	1.1	false	false	true	true	方向
190	形态词命中	⇍	⇍	U+21CD	LEFTWARDS DOUBLE ARROW WITH STROKE	So	Common	Arrows	1.1	false	false	true	true	线,方向,对称
191	形态词命中	⇕	⇕	U+21D5	UP DOWN DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
192	形态词命中	⇖	⇖	U+21D6	NORTH WEST DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
193	形态词命中	⇗	⇗	U+21D7	NORTH EAST DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
194	形态词命中	⇘	⇘	U+21D8	SOUTH EAST DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
195	形态词命中	⇙	⇙	U+21D9	SOUTH WEST DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
196	形态词命中	⇞	⇞	U+21DE	UPWARDS ARROW WITH DOUBLE STROKE	So	Common	Arrows	1.1	false	false	true	true	线,方向,对称
197	形态词命中	⇟	⇟	U+21DF	DOWNWARDS ARROW WITH DOUBLE STROKE	So	Common	Arrows	1.1	false	false	true	true	线,方向,对称
198	形态词命中	⇱	⇱	U+21F1	NORTH WEST ARROW TO CORNER	So	Common	Arrows	3.0	false	false	true	true	角,方向
199	形态词命中	⇲	⇲	U+21F2	SOUTH EAST ARROW TO CORNER	So	Common	Arrows	3.0	false	false	true	true	角,方向
200	形态词命中	⎊	⎊	U+238A	CIRCLED TRIANGLE DOWN	So	Common	Miscellaneous Technical	3.0	false	false	true	true	圆,角,方向
201	形态词命中	⎋	⎋	U+238B	BROKEN CIRCLE WITH NORTHWEST ARROW	So	Common	Miscellaneous Technical	3.0	false	false	true	true	圆,方向
202	形态词命中	⏴	⏴	U+23F4	BLACK MEDIUM LEFT-POINTING TRIANGLE	So	Common	Miscellaneous Technical	7.0	false	false	true	true	点,角,方向
203	形态词命中	⏵	⏵	U+23F5	BLACK MEDIUM RIGHT-POINTING TRIANGLE	So	Common	Miscellaneous Technical	7.0	false	false	true	true	点,角,方向
204	形态词命中	⏶	⏶	U+23F6	BLACK MEDIUM UP-POINTING TRIANGLE	So	Common	Miscellaneous Technical	7.0	false	false	true	true	点,角,方向
205	形态词命中	⏷	⏷	U+23F7	BLACK MEDIUM DOWN-POINTING TRIANGLE	So	Common	Miscellaneous Technical	7.0	false	false	true	true	点,角,方向
206	形态词命中	┈	┈	U+2508	BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,对称,方
207	形态词命中	┉	┉	U+2509	BOX DRAWINGS HEAVY QUADRUPLE DASH HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,对称,方
208	形态词命中	┊	┊	U+250A	BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,对称,方
209	形态词命中	┋	┋	U+250B	BOX DRAWINGS HEAVY QUADRUPLE DASH VERTICAL	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,对称,方
210	形态词命中	┞	┞	U+251E	BOX DRAWINGS UP HEAVY AND RIGHT DOWN LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
211	形态词命中	┟	┟	U+251F	BOX DRAWINGS DOWN HEAVY AND RIGHT UP LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
212	形态词命中	┡	┡	U+2521	BOX DRAWINGS DOWN LIGHT AND RIGHT UP HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
213	形态词命中	┢	┢	U+2522	BOX DRAWINGS UP LIGHT AND RIGHT DOWN HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
214	形态词命中	┦	┦	U+2526	BOX DRAWINGS UP HEAVY AND LEFT DOWN LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
215	形态词命中	┧	┧	U+2527	BOX DRAWINGS DOWN HEAVY AND LEFT UP LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
216	形态词命中	┩	┩	U+2529	BOX DRAWINGS DOWN LIGHT AND LEFT UP HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
217	形态词命中	┪	┪	U+252A	BOX DRAWINGS UP LIGHT AND LEFT DOWN HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
218	形态词命中	┭	┭	U+252D	BOX DRAWINGS LEFT HEAVY AND RIGHT DOWN LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
219	形态词命中	┮	┮	U+252E	BOX DRAWINGS RIGHT HEAVY AND LEFT DOWN LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
220	形态词命中	┱	┱	U+2531	BOX DRAWINGS RIGHT LIGHT AND LEFT DOWN HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
221	形态词命中	┲	┲	U+2532	BOX DRAWINGS LEFT LIGHT AND RIGHT DOWN HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
222	形态词命中	┵	┵	U+2535	BOX DRAWINGS LEFT HEAVY AND RIGHT UP LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
223	形态词命中	┶	┶	U+2536	BOX DRAWINGS RIGHT HEAVY AND LEFT UP LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
224	形态词命中	┹	┹	U+2539	BOX DRAWINGS RIGHT LIGHT AND LEFT UP HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
225	形态词命中	┺	┺	U+253A	BOX DRAWINGS LEFT LIGHT AND RIGHT UP HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
226	形态词命中	╒	╒	U+2552	BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
227	形态词命中	╓	╓	U+2553	BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
228	形态词命中	╔	╔	U+2554	BOX DRAWINGS DOUBLE DOWN AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
229	形态词命中	╕	╕	U+2555	BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
230	形态词命中	╖	╖	U+2556	BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
231	形态词命中	╗	╗	U+2557	BOX DRAWINGS DOUBLE DOWN AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
232	形态词命中	╘	╘	U+2558	BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
233	形态词命中	╙	╙	U+2559	BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
234	形态词命中	╚	╚	U+255A	BOX DRAWINGS DOUBLE UP AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
235	形态词命中	╛	╛	U+255B	BOX DRAWINGS UP SINGLE AND LEFT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
236	形态词命中	╜	╜	U+255C	BOX DRAWINGS UP DOUBLE AND LEFT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
237	形态词命中	╝	╝	U+255D	BOX DRAWINGS DOUBLE UP AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
238	形态词命中	╭	╭	U+256D	BOX DRAWINGS LIGHT ARC DOWN AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,方
239	形态词命中	╮	╮	U+256E	BOX DRAWINGS LIGHT ARC DOWN AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,方
240	形态词命中	╯	╯	U+256F	BOX DRAWINGS LIGHT ARC UP AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,方
241	形态词命中	╰	╰	U+2570	BOX DRAWINGS LIGHT ARC UP AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	线,方向,方
242	形态词命中	╱	╱	U+2571	BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
243	形态词命中	╲	╲	U+2572	BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
244	形态词命中	▙	▙	U+2599	QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
245	形态词命中	▚	▚	U+259A	QUADRANT UPPER LEFT AND LOWER RIGHT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
246	形态词命中	▛	▛	U+259B	QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
247	形态词命中	▜	▜	U+259C	QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
248	形态词命中	▞	▞	U+259E	QUADRANT UPPER RIGHT AND LOWER LEFT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
249	形态词命中	▟	▟	U+259F	QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
250	形态词命中	▧	▧	U+25A7	SQUARE WITH UPPER LEFT TO LOWER RIGHT FILL	So	Common	Geometric Shapes	1.1	false	false	true	true	方向,方
251	形态词命中	▨	▨	U+25A8	SQUARE WITH UPPER RIGHT TO LOWER LEFT FILL	So	Common	Geometric Shapes	1.1	false	false	true	true	方向,方
252	形态词命中	▲	▲	U+25B2	BLACK UP-POINTING TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
253	形态词命中	△	△	U+25B3	WHITE UP-POINTING TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
254	形态词命中	▴	▴	U+25B4	BLACK UP-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
255	形态词命中	▵	▵	U+25B5	WHITE UP-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
256	形态词命中	▸	▸	U+25B8	BLACK RIGHT-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
257	形态词命中	▹	▹	U+25B9	WHITE RIGHT-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
258	形态词命中	▼	▼	U+25BC	BLACK DOWN-POINTING TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
259	形态词命中	▽	▽	U+25BD	WHITE DOWN-POINTING TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
260	形态词命中	▾	▾	U+25BE	BLACK DOWN-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
261	形态词命中	▿	▿	U+25BF	WHITE DOWN-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
262	形态词命中	◂	◂	U+25C2	BLACK LEFT-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
263	形态词命中	◃	◃	U+25C3	WHITE LEFT-POINTING SMALL TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	点,角,方向
264	形态词命中	◔	◔	U+25D4	CIRCLE WITH UPPER RIGHT QUADRANT BLACK	So	Common	Geometric Shapes	1.1	false	false	true	true	圆,方向,对称
265	形态词命中	◕	◕	U+25D5	CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK	So	Common	Geometric Shapes	1.1	false	false	true	true	圆,方向,对称
266	形态词命中	◜	◜	U+25DC	UPPER LEFT QUADRANT CIRCULAR ARC	So	Common	Geometric Shapes	1.1	false	false	true	true	线,方向,对称
267	形态词命中	◝	◝	U+25DD	UPPER RIGHT QUADRANT CIRCULAR ARC	So	Common	Geometric Shapes	1.1	false	false	true	true	线,方向,对称
268	形态词命中	◤	◤	U+25E4	BLACK UPPER LEFT TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	角,方向
269	形态词命中	◥	◥	U+25E5	BLACK UPPER RIGHT TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	角,方向
270	形态词命中	◰	◰	U+25F0	WHITE SQUARE WITH UPPER LEFT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	方向,对称,方
271	形态词命中	◳	◳	U+25F3	WHITE SQUARE WITH UPPER RIGHT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	方向,对称,方
272	形态词命中	◴	◴	U+25F4	WHITE CIRCLE WITH UPPER LEFT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	圆,方向,对称
273	形态词命中	◷	◷	U+25F7	WHITE CIRCLE WITH UPPER RIGHT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	圆,方向,对称
274	形态词命中	⛛	⛛	U+26DB	HEAVY WHITE DOWN-POINTING TRIANGLE	So	Common	Miscellaneous Symbols	5.2	false	false	true	true	点,角,方向
275	形态词命中	➝	➝	U+279D	TRIANGLE-HEADED RIGHTWARDS ARROW	So	Common	Dingbats	1.1	false	false	true	true	角,方向
276	形态词命中	➞	➞	U+279E	HEAVY TRIANGLE-HEADED RIGHTWARDS ARROW	So	Common	Dingbats	1.1	false	false	true	true	角,方向
277	形态词命中	⭅	⭅	U+2B45	LEFTWARDS QUADRUPLE ARROW	So	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	方向,对称
278	形态词命中	⭆	⭆	U+2B46	RIGHTWARDS QUADRUPLE ARROW	So	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	方向,对称
279	形态词命中	⭍	⭍	U+2B4D	DOWNWARDS TRIANGLE-HEADED ZIGZAG ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
280	形态词命中	⭠	⭠	U+2B60	LEFTWARDS TRIANGLE-HEADED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
281	形态词命中	⭡	⭡	U+2B61	UPWARDS TRIANGLE-HEADED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
282	形态词命中	⭢	⭢	U+2B62	RIGHTWARDS TRIANGLE-HEADED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
283	形态词命中	⭣	⭣	U+2B63	DOWNWARDS TRIANGLE-HEADED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
284	形态词命中	⭮	⭮	U+2B6E	CLOCKWISE TRIANGLE-HEADED OPEN CIRCLE ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	圆,角,方向
285	形态词命中	⭯	⭯	U+2B6F	ANTICLOCKWISE TRIANGLE-HEADED OPEN CIRCLE ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	圆,角,方向
286	形态词命中	⮄	⮄	U+2B84	LEFTWARDS TRIANGLE-HEADED PAIRED ARROWS	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
287	形态词命中	⮅	⮅	U+2B85	UPWARDS TRIANGLE-HEADED PAIRED ARROWS	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
288	形态词命中	⮆	⮆	U+2B86	RIGHTWARDS TRIANGLE-HEADED PAIRED ARROWS	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
289	形态词命中	⮇	⮇	U+2B87	DOWNWARDS TRIANGLE-HEADED PAIRED ARROWS	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
290	形态词命中	⮌	⮌	U+2B8C	ANTICLOCKWISE TRIANGLE-HEADED RIGHT U-SHAPED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
291	形态词命中	⮎	⮎	U+2B8E	ANTICLOCKWISE TRIANGLE-HEADED LEFT U-SHAPED ARROW	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	角,方向
292	形态词命中	⯅	⯅	U+2BC5	BLACK MEDIUM UP-POINTING TRIANGLE CENTRED	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	点,角,方向
293	形态词命中	⯆	⯆	U+2BC6	BLACK MEDIUM DOWN-POINTING TRIANGLE CENTRED	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	点,角,方向
294	形态词命中	⯇	⯇	U+2BC7	BLACK MEDIUM LEFT-POINTING TRIANGLE CENTRED	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	点,角,方向
295	形态词命中	⯈	⯈	U+2BC8	BLACK MEDIUM RIGHT-POINTING TRIANGLE CENTRED	So	Common	Miscellaneous Symbols and Arrows	7.0	false	false	true	true	点,角,方向
296	形态词命中	⯬	⯬	U+2BEC	LEFTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS	So	Common	Miscellaneous Symbols and Arrows	8.0	false	false	true	true	角,方向
297	形态词命中	⯭	⯭	U+2BED	UPWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS	So	Common	Miscellaneous Symbols and Arrows	8.0	false	false	true	true	角,方向
298	形态词命中	⯮	⯮	U+2BEE	RIGHTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS	So	Common	Miscellaneous Symbols and Arrows	8.0	false	false	true	true	角,方向
299	形态词命中	⯯	⯯	U+2BEF	DOWNWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS	So	Common	Miscellaneous Symbols and Arrows	8.0	false	false	true	true	角,方向
300	形态词命中	𝄁	𝄁	U+1D101	MUSICAL SYMBOL DOUBLE BARLINE	So	Common	Musical Symbols	3.1	false	false	true	true	线,对称
301	形态词命中	𝄄	𝄄	U+1D104	MUSICAL SYMBOL DASHED BARLINE	So	Common	Musical Symbols	3.1	false	false	true	true	线
302	形态词命中	🖗	🖗	U+1F597	WHITE DOWN POINTING LEFT HAND INDEX	So	Common	Miscellaneous Symbols and Pictographs	7.0	false	false	true	true	点,方向
303	形态词命中	🗘	🗘	U+1F5D8	CLOCKWISE RIGHT AND LEFT SEMICIRCLE ARROWS	So	Common	Miscellaneous Symbols and Pictographs	7.0	false	false	true	true	圆,方向
304	形态词命中	🛆	🛆	U+1F6C6	TRIANGLE WITH ROUNDED CORNERS	So	Common	Transport and Map Symbols	7.0	false	false	true	true	圆,角
305	形态词命中	🞂	🞂	U+1F782	BLACK RIGHT-POINTING ISOSCELES RIGHT TRIANGLE	So	Common	Geometric Shapes Extended	7.0	false	false	true	true	点,角,方向
